STATE,BIOME,regionkey,Specie
RS,Mata Atlantica,RSMata Atlantica,Ceiba speciosa
RS,Mata Atlantica,RSMata Atlantica,Citharexylum myrianthum
RS,Mata Atlantica,RSMata Atlantica,Copaifera langsdorffii
RS,Mata Atlantica,RSMata Atlantica,Cordia trichotoma
RS,Mata Atlantica,RSMata Atlantica,Croton urucurana
RS,Mata Atlantica,RSMata Atlantica,Enterolobium contortisiliquum
RS,Mata Atlantica,RSMata Atlantica,Guazuma ulmifolia
RS,Mata Atlantica,RSMata Atlantica,Handroanthus heptaphyllus
RS,Mata Atlantica,RSMata Atlantica,Maclura tinctoria
RS,Mata Atlantica,RSMata Atlantica,Macropsychanthus violaceus
RS,Mata Atlantica,RSMata Atlantica,Mimosa bimucronata
RS,Mata Atlantica,RSMata Atlantica,Peltophorum dubium
RS,Mata Atlantica,RSMata Atlantica,Psidium cattleyanum
RS,Mata Atlantica,RSMata Atlantica,Psidium guajava
RS,Mata Atlantica,RSMata Atlantica,Pterogyne nitens
RS,Mata Atlantica,RSMata Atlantica,Ricinus communis
RS,Mata Atlantica,RSMata Atlantica,Schinus terebinthifolia
RS,Mata Atlantica,RSMata Atlantica,Senna alata
RS,Mata Atlantica,RSMata Atlantica,Senna macranthera
RS,Mata Atlantica,RSMata Atlantica,Senna multijuga
RS,Mata Atlantica,RSMata Atlantica,Senna occidentalis
RS,Mata Atlantica,RSMata Atlantica,Senna spectabilis
RS,Mata Atlantica,RSMata Atlantica,Syagrus romanzoffiana
RS,Mata Atlantica,RSMata Atlantica,Trema micranthum
RS,Mata Atlantica,RSMata Atlantica,Vitex megapotamica
RS,Mata Atlantica,RSMata Atlantica,Zanthoxylum rhoifolium
SC,Mata Atlantica,SCMata Atlantica,Albizia niopoides
SC,Mata Atlantica,SCMata Atlantica,Alchornea triplinervia
SC,Mata Atlantica,SCMata Atlantica,Andira fraxinifolia
SC,Mata Atlantica,SCMata Atlantica,Apuleia leiocarpa
SC,Mata Atlantica,SCMata Atlantica,Astronium urundeuva
SC,Mata Atlantica,SCMata Atlantica,Axonopus siccus
SC,Mata Atlantica,SCMata Atlantica,Bauhinia forficata
SC,Mata Atlantica,SCMata Atlantica,Bixa orellana
SC,Mata Atlantica,SCMata Atlantica,Cecropia glaziovii
SC,Mata Atlantica,SCMata Atlantica,Cecropia pachystachya
SC,Mata Atlantica,SCMata Atlantica,Cedrela fissilis
SC,Mata Atlantica,SCMata Atlantica,Ceiba speciosa
SC,Mata Atlantica,SCMata Atlantica,Citharexylum myrianthum
SC,Mata Atlantica,SCMata Atlantica,Cordia trichotoma
SC,Mata Atlantica,SCMata Atlantica,Croton urucurana
SC,Mata Atlantica,SCMata Atlantica,Enterolobium contortisiliquum
SC,Mata Atlantica,SCMata Atlantica,Erythrina speciosa
SC,Mata Atlantica,SCMata Atlantica,Guazuma ulmifolia
SC,Mata Atlantica,SCMata Atlantica,Handroanthus heptaphyllus
SC,Mata Atlantica,SCMata Atlantica,Maclura tinctoria
SC,Mata Atlantica,SCMata Atlantica,Macropsychanthus violaceus
SC,Mata Atlantica,SCMata Atlantica,Mimosa bimucronata
SC,Mata Atlantica,SCMata Atlantica,Ormosia arborea
SC,Mata Atlantica,SCMata Atlantica,Peltophorum dubium
SC,Mata Atlantica,SCMata Atlantica,Platypodium elegans
SC,Mata Atlantica,SCMata Atlantica,Psidium cattleyanum
SC,Mata Atlantica,SCMata Atlantica,Psidium guajava
SC,Mata Atlantica,SCMata Atlantica,Pterogyne nitens
SC,Mata Atlantica,SCMata Atlantica,Ricinus communis
SC,Mata Atlantica,SCMata Atlantica,Schinus terebinthifolia
SC,Mata Atlantica,SCMata Atlantica,Schizolobium parahyba var. parahyba
SC,Mata Atlantica,SCMata Atlantica,Senna alata
SC,Mata Atlantica,SCMata Atlantica,Senna macranthera
SC,Mata Atlantica,SCMata Atlantica,Senna multijuga
SC,Mata Atlantica,SCMata Atlantica,Senna occidentalis
SC,Mata Atlantica,SCMata Atlantica,Syagrus romanzoffiana
SC,Mata Atlantica,SCMata Atlantica,Trema micranthum
SC,Mata Atlantica,SCMata Atlantica,Vitex megapotamica
SC,Mata Atlantica,SCMata Atlantica,Zanthoxylum rhoifolium
SE,Mata Atlantica,SEMata Atlantica,Anadenanthera colubrina
SE,Mata Atlantica,SEMata Atlantica,Andira fraxinifolia
SE,Mata Atlantica,SEMata Atlantica,Apeiba tibourbou
SE,Mata Atlantica,SEMata Atlantica,Apuleia leiocarpa
SE,Mata Atlantica,SEMata Atlantica,Astronium fraxinifolium
SE,Mata Atlantica,SEMata Atlantica,Astronium urundeuva
SE,Mata Atlantica,SEMata Atlantica,Axonopus siccus
SE,Mata Atlantica,SEMata Atlantica,Bixa orellana
SE,Mata Atlantica,SEMata Atlantica,Cassia ferruginea
SE,Mata Atlantica,SEMata Atlantica,Cecropia pachystachya
SE,Mata Atlantica,SEMata Atlantica,Cedrela fissilis
SE,Mata Atlantica,SEMata Atlantica,Citharexylum myrianthum
SE,Mata Atlantica,SEMata Atlantica,Cordia trichotoma
SE,Mata Atlantica,SEMata Atlantica,Enterolobium timbouva
SE,Mata Atlantica,SEMata Atlantica,Guazuma ulmifolia
SE,Mata Atlantica,SEMata Atlantica,Handroanthus impetiginosus
SE,Mata Atlantica,SEMata Atlantica,Handroanthus serratifolius
SE,Mata Atlantica,SEMata Atlantica,Hymenaea courbaril
SE,Mata Atlantica,SEMata Atlantica,Maclura tinctoria
SE,Mata Atlantica,SEMata Atlantica,Macropsychanthus violaceus
SE,Mata Atlantica,SEMata Atlantica,Mimosa bimucronata
SE,Mata Atlantica,SEMata Atlantica,Peltophorum dubium
SE,Mata Atlantica,SEMata Atlantica,Platypodium elegans
SE,Mata Atlantica,SEMata Atlantica,Psidium cattleyanum
SE,Mata Atlantica,SEMata Atlantica,Psidium guajava
SE,Mata Atlantica,SEMata Atlantica,Pterogyne nitens
SE,Mata Atlantica,SEMata Atlantica,Ricinus communis
SE,Mata Atlantica,SEMata Atlantica,Schinus terebinthifolia
SE,Mata Atlantica,SEMata Atlantica,Senna macranthera
SE,Mata Atlantica,SEMata Atlantica,Senna occidentalis
SE,Mata Atlantica,SEMata Atlantica,Senna spectabilis
SE,Mata Atlantica,SEMata Atlantica,Simarouba amara
SE,Mata Atlantica,SEMata Atlantica,Tabebuia roseoalba
SE,Mata Atlantica,SEMata Atlantica,Trema micranthum
SE,Mata Atlantica,SEMata Atlantica,Zanthoxylum rhoifolium
SE,Mata Atlantica,SEMata Atlantica,Zeyheria tuberculosa
SP,Cerrado,SPCerrado,Achyrocline satureioides
SP,Cerrado,SPCerrado,Acrocomia aculeata
SP,Cerrado,SPCerrado,Amburana cearensis
SP,Cerrado,SPCerrado,Anacardium occidentale
SP,Cerrado,SPCerrado,Anadenanthera colubrina
SP,Cerrado,SPCerrado,Anadenanthera peregrina
SP,Cerrado,SPCerrado,Andira vermifuga
SP,Cerrado,SPCerrado,Andropogon fastigiatus
SP,Cerrado,SPCerrado,Aristida riparia
SP,Cerrado,SPCerrado,Aspidosperma tomentosum
SP,Cerrado,SPCerrado,Astronium urundeuva
SP,Cerrado,SPCerrado,Axonopus aureus
SP,Cerrado,SPCerrado,Byrsonima cydoniifolia
SP,Cerrado,SPCerrado,Caryocar brasiliense
SP,Cerrado,SPCerrado,Chromolaena maximiliani
SP,Cerrado,SPCerrado,Combretum duarteanum
SP,Cerrado,SPCerrado,Copaifera langsdorffii
SP,Cerrado,SPCerrado,Cybistax antisyphilitica
SP,Cerrado,SPCerrado,Dalbergia miscolobium
SP,Cerrado,SPCerrado,Dimorphandra mollis
SP,Cerrado,SPCerrado,Dipteryx alata
SP,Cerrado,SPCerrado,Echinolaena inflexa
SP,Cerrado,SPCerrado,Enterolobium contortisiliquum
SP,Cerrado,SPCerrado,Guazuma ulmifolia
SP,Cerrado,SPCerrado,Handroanthus ochraceus
SP,Cerrado,SPCerrado,Hymenaea stigonocarpa
SP,Cerrado,SPCerrado,Hyparrhenia bracteata
SP,Cerrado,SPCerrado,Kielmeyera coriacea
SP,Cerrado,SPCerrado,Lepidaploa aurea
SP,Cerrado,SPCerrado,Loudetiopsis chrysothrix
SP,Cerrado,SPCerrado,Macropsychanthus violaceus
SP,Cerrado,SPCerrado,Magonia pubescens
SP,Cerrado,SPCerrado,Peltogyne confertiflora
SP,Cerrado,SPCerrado,Plathymenia reticulata
SP,Cerrado,SPCerrado,Platypodium elegans
SP,Cerrado,SPCerrado,Pterogyne nitens
SP,Cerrado,SPCerrado,Qualea grandiflora
SP,Cerrado,SPCerrado,Schizachyrium sanguineum
SP,Cerrado,SPCerrado,Senegalia polyphylla
SP,Cerrado,SPCerrado,Senna alata
SP,Cerrado,SPCerrado,Senna spectabilis
SP,Cerrado,SPCerrado,Solanum lycocarpum
SP,Cerrado,SPCerrado,Sterculia striata
SP,Cerrado,SPCerrado,Stryphnodendron adstringens
SP,Cerrado,SPCerrado,Syagrus oleracea
SP,Cerrado,SPCerrado,Tabebuia aurea
SP,Cerrado,SPCerrado,Tachigali aurea
SP,Cerrado,SPCerrado,Tachigali vulgaris
SP,Cerrado,SPCerrado,Terminalia argentea
SP,Cerrado,SPCerrado,Trachypogon spicatus
SP,Cerrado,SPCerrado,Vatairea macrocarpa
SP,Cerrado,SPCerrado,Vernonanthura polyanthes
SP,Mata Atlantica,SPMata Atlantica,Albizia niopoides
SP,Mata Atlantica,SPMata Atlantica,Alchornea triplinervia
SP,Mata Atlantica,SPMata Atlantica,Anadenanthera colubrina
SP,Mata Atlantica,SPMata Atlantica,Anadenanthera peregrina
SP,Mata Atlantica,SPMata Atlantica,Andira fraxinifolia
SP,Mata Atlantica,SPMata Atlantica,Apeiba tibourbou
SP,Mata Atlantica,SPMata Atlantica,Apuleia leiocarpa
SP,Mata Atlantica,SPMata Atlantica,Astronium urundeuva
SP,Mata Atlantica,SPMata Atlantica,Axonopus siccus
SP,Mata Atlantica,SPMata Atlantica,Bauhinia forficata
SP,Mata Atlantica,SPMata Atlantica,Bixa orellana
SP,Mata Atlantica,SPMata Atlantica,Cassia ferruginea
SP,Mata Atlantica,SPMata Atlantica,Cecropia glaziovii
SP,Mata Atlantica,SPMata Atlantica,Cecropia pachystachya
SP,Mata Atlantica,SPMata Atlantica,Cedrela fissilis
SP,Mata Atlantica,SPMata Atlantica,Ceiba speciosa
SP,Mata Atlantica,SPMata Atlantica,Chromolaena maximiliani
SP,Mata Atlantica,SPMata Atlantica,Citharexylum myrianthum
SP,Mata Atlantica,SPMata Atlantica,Copaifera langsdorffii
SP,Mata Atlantica,SPMata Atlantica,Cordia trichotoma
SP,Mata Atlantica,SPMata Atlantica,Croton floribundus
SP,Mata Atlantica,SPMata Atlantica,Croton urucurana
SP,Mata Atlantica,SPMata Atlantica,Enterolobium contortisiliquum
SP,Mata Atlantica,SPMata Atlantica,Enterolobium timbouva
SP,Mata Atlantica,SPMata Atlantica,Erythrina speciosa
SP,Mata Atlantica,SPMata Atlantica,Gallesia integrifolia
SP,Mata Atlantica,SPMata Atlantica,Guazuma ulmifolia
SP,Mata Atlantica,SPMata Atlantica,Handroanthus heptaphyllus
SP,Mata Atlantica,SPMata Atlantica,Handroanthus impetiginosus
SP,Mata Atlantica,SPMata Atlantica,Handroanthus ochraceus
SP,Mata Atlantica,SPMata Atlantica,Handroanthus serratifolius
SP,Mata Atlantica,SPMata Atlantica,Hymenaea courbaril
SP,Mata Atlantica,SPMata Atlantica,Jacaranda cuspidifolia
SP,Mata Atlantica,SPMata Atlantica,Mabea fistulifera
SP,Mata Atlantica,SPMata Atlantica,Maclura tinctoria
SP,Mata Atlantica,SPMata Atlantica,Macropsychanthus violaceus
SP,Mata Atlantica,SPMata Atlantica,Mimosa bimucronata
SP,Mata Atlantica,SPMata Atlantica,Myroxylon peruiferum
SP,Mata Atlantica,SPMata Atlantica,Ormosia arborea
SP,Mata Atlantica,SPMata Atlantica,Peltophorum dubium
SP,Mata Atlantica,SPMata Atlantica,Platypodium elegans
SP,Mata Atlantica,SPMata Atlantica,Psidium cattleyanum
SP,Mata Atlantica,SPMata Atlantica,Psidium guajava
SP,Mata Atlantica,SPMata Atlantica,Pterogyne nitens
SP,Mata Atlantica,SPMata Atlantica,Ricinus communis
SP,Mata Atlantica,SPMata Atlantica,Schinus terebinthifolia
SP,Mata Atlantica,SPMata Atlantica,Schizolobium parahyba var. parahyba
SP,Mata Atlantica,SPMata Atlantica,Senegalia polyphylla
SP,Mata Atlantica,SPMata Atlantica,Senna alata
SP,Mata Atlantica,SPMata Atlantica,Senna macranthera
SP,Mata Atlantica,SPMata Atlantica,Senna multijuga
SP,Mata Atlantica,SPMata Atlantica,Senna occidentalis
SP,Mata Atlantica,SPMata Atlantica,Senna spectabilis
SP,Mata Atlantica,SPMata Atlantica,Syagrus romanzoffiana
SP,Mata Atlantica,SPMata Atlantica,Tabebuia roseoalba
SP,Mata Atlantica,SPMata Atlantica,Trema micranthum
SP,Mata Atlantica,SPMata Atlantica,Vitex megapotamica
SP,Mata Atlantica,SPMata Atlantica,Zanthoxylum rhoifolium
SP,Mata Atlantica,SPMata Atlantica,Zeyheria tuberculosa
TO,Amazonia,TOAmazonia,Apeiba tibourbou
TO,Amazonia,TOAmazonia,Apuleia leiocarpa
TO,Amazonia,TOAmazonia,Astronium fraxinifolium
TO,Amazonia,TOAmazonia,Bixa orellana
TO,Amazonia,TOAmazonia,Cecropia pachystachya
TO,Amazonia,TOAmazonia,Cedrela fissilis
TO,Amazonia,TOAmazonia,Ceiba speciosa
TO,Amazonia,TOAmazonia,Chloroleucon acacioides
TO,Amazonia,TOAmazonia,Copaifera martii
TO,Amazonia,TOAmazonia,Curatella americana
TO,Amazonia,TOAmazonia,Dinizia excelsa
TO,Amazonia,TOAmazonia,Enterolobium schomburgkii
TO,Amazonia,TOAmazonia,Guazuma ulmifolia
TO,Amazonia,TOAmazonia,Handroanthus impetiginosus
TO,Amazonia,TOAmazonia,Handroanthus serratifolius
TO,Amazonia,TOAmazonia,Hymenaea courbaril
TO,Amazonia,TOAmazonia,Hymenaea intermedia
TO,Amazonia,TOAmazonia,Mabea fistulifera
TO,Amazonia,TOAmazonia,Oenocarpus distichus
TO,Amazonia,TOAmazonia,Parkia multijuga
TO,Amazonia,TOAmazonia,Parkia pendula
TO,Amazonia,TOAmazonia,Platypodium elegans
TO,Amazonia,TOAmazonia,Samanea tubulosa
TO,Amazonia,TOAmazonia,Senegalia polyphylla
TO,Amazonia,TOAmazonia,Senna alata
TO,Amazonia,TOAmazonia,Senna multijuga
TO,Amazonia,TOAmazonia,Senna occidentalis
TO,Amazonia,TOAmazonia,Senna spectabilis
TO,Amazonia,TOAmazonia,Simarouba amara
TO,Amazonia,TOAmazonia,Solanum crinitum
TO,Amazonia,TOAmazonia,Spondias mombin
TO,Amazonia,TOAmazonia,Sterculia striata
TO,Amazonia,TOAmazonia,Tachigali bracteosa
TO,Amazonia,TOAmazonia,Tachigali vulgaris
TO,Amazonia,TOAmazonia,Terminalia tetraphylla
TO,Amazonia,TOAmazonia,Trema micranthum
TO,Amazonia,TOAmazonia,Zanthoxylum rhoifolium
TO,Cerrado,TOCerrado,Amburana cearensis
TO,Cerrado,TOCerrado,Anacardium occidentale
TO,Cerrado,TOCerrado,Andira cujabensis
TO,Cerrado,TOCerrado,Andira vermifuga
TO,Cerrado,TOCerrado,Andropogon fastigiatus
TO,Cerrado,TOCerrado,Aristida gibbosa
TO,Cerrado,TOCerrado,Aristida longifolia
TO,Cerrado,TOCerrado,Aspidosperma macrocarpon
TO,Cerrado,TOCerrado,Aspidosperma tomentosum
TO,Cerrado,TOCerrado,Astronium fraxinifolium
TO,Cerrado,TOCerrado,Astronium urundeuva
TO,Cerrado,TOCerrado,Axonopus aureus
TO,Cerrado,TOCerrado,Byrsonima cydoniifolia
TO,Cerrado,TOCerrado,Caryocar brasiliense
TO,Cerrado,TOCerrado,Combretum duarteanum
TO,Cerrado,TOCerrado,Copaifera langsdorffii
TO,Cerrado,TOCerrado,Cordia alliodora
TO,Cerrado,TOCerrado,Cybistax antisyphilitica
TO,Cerrado,TOCerrado,Dalbergia miscolobium
TO,Cerrado,TOCerrado,Dimorphandra mollis
TO,Cerrado,TOCerrado,Dipteryx alata
TO,Cerrado,TOCerrado,Echinolaena inflexa
TO,Cerrado,TOCerrado,Guazuma ulmifolia
TO,Cerrado,TOCerrado,Handroanthus ochraceus
TO,Cerrado,TOCerrado,Hymenaea stigonocarpa
TO,Cerrado,TOCerrado,Jacaranda brasiliana
TO,Cerrado,TOCerrado,Kielmeyera coriacea
TO,Cerrado,TOCerrado,Lepidaploa aurea
TO,Cerrado,TOCerrado,Loudetiopsis chrysothrix
TO,Cerrado,TOCerrado,Machaerium opacum
TO,Cerrado,TOCerrado,Magonia pubescens
TO,Cerrado,TOCerrado,Mauritiella armata
TO,Cerrado,TOCerrado,Mimosa claussenii
TO,Cerrado,TOCerrado,Peltogyne confertiflora
TO,Cerrado,TOCerrado,Plathymenia reticulata
TO,Cerrado,TOCerrado,Platypodium elegans
TO,Cerrado,TOCerrado,Qualea grandiflora
TO,Cerrado,TOCerrado,Schizachyrium sanguineum
TO,Cerrado,TOCerrado,Senegalia polyphylla
TO,Cerrado,TOCerrado,Senna alata
TO,Cerrado,TOCerrado,Senna spectabilis
TO,Cerrado,TOCerrado,Simarouba amara
TO,Cerrado,TOCerrado,Simarouba versicolor
TO,Cerrado,TOCerrado,Sterculia striata
TO,Cerrado,TOCerrado,Stryphnodendron adstringens
TO,Cerrado,TOCerrado,Syagrus oleracea
TO,Cerrado,TOCerrado,Tabebuia aurea
TO,Cerrado,TOCerrado,Tachigali aurea
TO,Cerrado,TOCerrado,Tachigali vulgaris
TO,Cerrado,TOCerrado,Terminalia argentea
TO,Cerrado,TOCerrado,Terminalia corrugata
TO,Cerrado,TOCerrado,Terminalia fagifolia
TO,Cerrado,TOCerrado,Trachypogon spicatus
TO,Cerrado,TOCerrado,Vatairea macrocarpa
